Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Factory,Factory_Lat,Factory_Lon,Cust_Lat,Cust_Lon,Distance_km
383,US-2021-101462-CHO-SCR-58000,2024-04-20,2026-10-16,Standard Class,101462,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
384,US-2021-134572-CHO-FUD-51000,2024-04-20,2026-10-13,Second Class,134572,United States,Houston,Texas,77070,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,906,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
385,US-2021-134572-CHO-NUT-13000,2024-04-20,2026-10-13,Second Class,134572,United States,Houston,Texas,77070,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,906,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
386,US-2021-134572-CHO-SCR-58000,2024-04-20,2026-10-13,Second Class,134572,United States,Houston,Texas,77070,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,906,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
387,US-2021-158064-CHO-MIL-31000,2024-04-21,2026-10-16,Standard Class,158064,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,908,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
388,US-2021-136336-CHO-TRI-54000,2024-04-21,2026-10-17,Standard Class,136336,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,909,Wicked Choccy's,32.076176,-81.088371,37.66814,-84.670067,702.2666191936563
389,US-2021-122070-CHO-NUT-13000,2024-04-22,2026-10-15,Second Class,122070,United States,Troy,New York,12180,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,906,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
390,US-2021-122070-OTH-KAZ-38000,2024-04-22,2026-10-15,Second Class,122070,United States,Troy,New York,12180,Other,Atlantic,OTH-KAZ-38000,Kazookles,26.0,8,2.0,24.0,906,The Other Factory,35.1175,-89.971107,42.165726,-74.948051,1518.7323057342223
391,US-2021-150119-CHO-FUD-51000,2024-04-23,2026-10-18,Standard Class,150119,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,32.881893,-111.768036,40.388783,-82.764915,2704.9652072939266
392,US-2021-150119-CHO-FUD-51000,2024-04-23,2026-10-18,Standard Class,150119,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,32.881893,-111.768036,40.388783,-82.764915,2704.9652072939266
393,US-2021-150119-CHO-FUD-51000,2024-04-23,2026-10-18,Standard Class,150119,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,908,Lot's O' Nuts,32.881893,-111.768036,40.388783,-82.764915,2704.9652072939266
394,US-2021-150119-CHO-MIL-31000,2024-04-23,2026-10-18,Standard Class,150119,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,908,Wicked Choccy's,32.076176,-81.088371,40.388783,-82.764915,936.4160146077991
395,US-2021-112564-CHO-FUD-51000,2024-04-23,2026-10-15,First Class,112564,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,905,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
396,US-2021-111857-CHO-TRI-54000,2024-04-23,2026-10-17,Second Class,111857,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,907,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
397,US-2021-166954-CHO-NUT-13000,2024-04-25,2026-10-21,Standard Class,166954,United States,San Gabriel,California,91776,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
398,US-2021-166954-CHO-NUT-13000,2024-04-25,2026-10-21,Standard Class,166954,United States,San Gabriel,California,91776,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
399,US-2021-166954-CHO-TRI-54000,2024-04-25,2026-10-21,Standard Class,166954,United States,San Gabriel,California,91776,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,909,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
400,US-2021-157406-CHO-FUD-51000,2024-04-25,2026-10-20,Standard Class,157406,United States,Houston,Texas,77095,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,908,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
401,US-2021-157406-CHO-NUT-13000,2024-04-25,2026-10-20,Standard Class,157406,United States,Houston,Texas,77095,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,908,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
402,US-2021-110100-CHO-SCR-58000,2024-04-25,2026-10-20,Standard Class,110100,United States,Wilmington,North Carolina,28403,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,908,Lot's O' Nuts,32.881893,-111.768036,35.630066,-79.806419,2940.3962706313678
403,US-2021-147298-CHO-NUT-13000,2024-04-26,2026-10-24,Standard Class,147298,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,911,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
404,US-2021-116785-CHO-NUT-13000,2024-04-26,2026-10-21,Standard Class,116785,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,908,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
405,US-2021-147298-CHO-SCR-58000,2024-04-26,2026-10-24,Standard Class,147298,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,911,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
406,US-2021-116785-CHO-SCR-58000,2024-04-26,2026-10-21,Standard Class,116785,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,908,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
407,US-2021-118976-CHO-MIL-31000,2024-04-28,2026-10-24,Standard Class,118976,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909,Wicked Choccy's,32.076176,-81.088371,39.063946,-76.802101,868.063438485826
408,US-2021-118976-CHO-FUD-51000,2024-04-28,2026-10-24,Standard Class,118976,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,909,Lot's O' Nuts,32.881893,-111.768036,39.063946,-76.802101,3200.0542893571737
409,US-2021-118976-CHO-MIL-31000,2024-04-28,2026-10-24,Standard Class,118976,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,909,Wicked Choccy's,32.076176,-81.088371,39.063946,-76.802101,868.063438485826
410,US-2021-140228-CHO-NUT-13000,2024-04-28,2026-10-24,Standard Class,140228,United States,Newark,Ohio,43055,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,909,Lot's O' Nuts,32.881893,-111.768036,40.388783,-82.764915,2704.9652072939266
411,US-2021-118976-CHO-MIL-31000,2024-04-28,2026-10-24,Standard Class,118976,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,909,Wicked Choccy's,32.076176,-81.088371,39.063946,-76.802101,868.063438485826
412,US-2021-140228-CHO-NUT-13000,2024-04-28,2026-10-24,Standard Class,140228,United States,Newark,Ohio,43055,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,32.881893,-111.768036,40.388783,-82.764915,2704.9652072939266
413,US-2021-140228-CHO-SCR-58000,2024-04-28,2026-10-24,Standard Class,140228,United States,Newark,Ohio,43055,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909,Lot's O' Nuts,32.881893,-111.768036,40.388783,-82.764915,2704.9652072939266
414,US-2021-132983-CHO-SCR-58000,2024-04-28,2026-10-24,Standard Class,132983,United States,Jamestown,New York,14701,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
415,US-2021-131387-CHO-MIL-31000,2024-04-28,2026-10-21,First Class,131387,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,906,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
416,US-2021-107811-CHO-MIL-31000,2024-04-29,2026-10-24,Standard Class,107811,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,908,Wicked Choccy's,32.076176,-81.088371,35.747845,-86.692345,658.6594775305679
417,US-2021-142727-CHO-MIL-31000,2024-04-29,2026-10-22,Second Class,142727,United States,Lake Charles,Louisiana,70601,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,906,Wicked Choccy's,32.076176,-81.088371,31.169546,-91.867805,1025.1761030349362
418,US-2021-134061-CHO-SCR-58000,2024-04-29,2026-10-25,Standard Class,134061,United States,Rochester,New York,14609,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
419,US-2021-142727-CHO-NUT-13000,2024-04-29,2026-10-22,Second Class,142727,United States,Lake Charles,Louisiana,70601,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,906,Lot's O' Nuts,32.881893,-111.768036,31.169546,-91.867805,1882.8642117219292
420,US-2021-107811-CHO-MIL-31000,2024-04-29,2026-10-24,Standard Class,107811,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,908,Wicked Choccy's,32.076176,-81.088371,35.747845,-86.692345,658.6594775305679
421,US-2021-118304-CHO-SCR-58000,2024-04-29,2026-10-25,Standard Class,118304,United States,Dover,Delaware,19901,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,909,Lot's O' Nuts,32.881893,-111.768036,39.318523,-75.507141,3312.243728003034
422,US-2021-160094-CHO-TRI-54000,2024-04-30,2026-10-23,First Class,160094,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,906,Wicked Choccy's,32.076176,-81.088371,37.66814,-84.670067,702.2666191936563
423,US-2021-160094-CHO-TRI-54000,2024-04-30,2026-10-23,First Class,160094,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,906,Wicked Choccy's,32.076176,-81.088371,37.66814,-84.670067,702.2666191936563
424,US-2021-156006-CHO-SCR-58000,2024-04-30,2026-10-23,Second Class,156006,United States,Jackson,Mississippi,39212,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,906,Lot's O' Nuts,32.881893,-111.768036,32.741646,-89.678696,2060.611411497485
425,US-2021-115056-CHO-SCR-58000,2024-05-02,2026-10-23,Same Day,115056,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,904,Lot's O' Nuts,32.881893,-111.768036,40.388783,-82.764915,2704.9652072939266
426,US-2021-124618-CHO-SCR-58000,2024-05-02,2026-10-25,Second Class,124618,United States,Lakeland,Florida,33801,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,906,Lot's O' Nuts,32.881893,-111.768036,27.766279,-81.686783,2932.3666487796027
427,US-2021-135755-CHO-FUD-51000,2024-05-03,2026-10-31,Standard Class,135755,United States,Yonkers,New York,10701,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,911,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
428,US-2021-135755-CHO-SCR-58000,2024-05-03,2026-10-31,Standard Class,135755,United States,Yonkers,New York,10701,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,911,Lot's O' Nuts,32.881893,-111.768036,42.165726,-74.948051,3377.542036720498
429,US-2021-130274-CHO-MIL-31000,2024-05-03,2026-10-26,First Class,130274,United States,Appleton,Wisconsin,54915,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,906,Wicked Choccy's,32.076176,-81.088371,44.268543,-89.616508,1545.1138390194296
430,US-2021-155271-CHO-TRI-54000,2024-05-04,2026-10-25,Same Day,155271,United States,Middletown,Connecticut,6457,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,904,Wicked Choccy's,32.076176,-81.088371,41.597782,-72.755371,1291.186994957699
431,US-2021-148194-CHO-NUT-13000,2024-05-04,2026-10-28,First Class,148194,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,907,Lot's O' Nuts,32.881893,-111.768036,47.400902,-121.490494,1810.3164441161541
432,US-2021-148194-CHO-MIL-31000,2024-05-04,2026-10-28,First Class,148194,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,907,Wicked Choccy's,32.076176,-81.088371,47.400902,-121.490494,3796.256746175286
433,US-2021-111899-CHO-MIL-31000,2024-05-04,2026-10-26,First Class,111899,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,905,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
434,US-2021-117709-CHO-NUT-13000,2024-05-04,2026-10-29,Standard Class,117709,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,908,Lot's O' Nuts,32.881893,-111.768036,43.326618,-84.536095,2634.443188447122
435,US-2021-111899-CHO-MIL-31000,2024-05-04,2026-10-26,First Class,111899,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,905,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
436,US-2021-110219-CHO-TRI-54000,2024-05-05,2026-10-29,First Class,110219,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,907,Wicked Choccy's,32.076176,-81.088371,31.054487,-97.563461,1563.5053353424046
437,US-2021-166457-CHO-FUD-51000,2024-05-05,2026-10-30,Second Class,166457,United States,Richmond,Kentucky,40475,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,908,Lot's O' Nuts,32.881893,-111.768036,37.66814,-84.670067,2507.4858342241873
438,US-2021-111934-CHO-TRI-54000,2024-05-05,2026-10-28,First Class,111934,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,906,Wicked Choccy's,32.076176,-81.088371,37.769337,-78.169968,686.5861038427788
439,US-2021-111934-CHO-FUD-51000,2024-05-05,2026-10-28,First Class,111934,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,906,Lot's O' Nuts,32.881893,-111.768036,37.769337,-78.169968,3079.1529133029303
440,US-2021-166457-CHO-SCR-58000,2024-05-05,2026-10-30,Second Class,166457,United States,Richmond,Kentucky,40475,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,908,Lot's O' Nuts,32.881893,-111.768036,37.66814,-84.670067,2507.4858342241873
441,US-2021-166457-CHO-FUD-51000,2024-05-05,2026-10-30,Second Class,166457,United States,Richmond,Kentucky,40475,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,908,Lot's O' Nuts,32.881893,-111.768036,37.66814,-84.670067,2507.4858342241873
442,US-2021-160738-CHO-MIL-31000,2024-05-05,2026-10-31,Standard Class,160738,United States,Freeport,Illinois,61032,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,909,Wicked Choccy's,32.076176,-81.088371,40.349457,-88.986137,1160.0812980578014
443,US-2021-154879-CHO-FUD-51000,2024-05-06,2026-11-01,Standard Class,154879,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
444,US-2021-121664-CHO-MIL-31000,2024-05-06,2026-10-31,Standard Class,121664,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,908,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
445,US-2021-154879-OTH-GUM-21000,2024-05-06,2026-11-01,Standard Class,154879,United States,Los Angeles,California,90004,Other,Pacific,OTH-GUM-21000,Wonka Gum,2.5,2,1.3,1.2,909,Secret Factory,41.446333,-90.565487,36.116203,-119.681564,2579.3353287711816
446,US-2021-166086-CHO-MIL-31000,2024-05-07,2026-11-02,Standard Class,166086,United States,Lawrence,Massachusetts,1841,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,909,Wicked Choccy's,32.076176,-81.088371,42.230171,-71.530106,1409.4871948295117
447,US-2021-166086-CHO-NUT-13000,2024-05-07,2026-11-02,Standard Class,166086,United States,Lawrence,Massachusetts,1841,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,32.881893,-111.768036,42.230171,-71.530106,3658.8271717429466
448,US-2021-166086-CHO-SCR-58000,2024-05-07,2026-11-02,Standard Class,166086,United States,Lawrence,Massachusetts,1841,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909,Lot's O' Nuts,32.881893,-111.768036,42.230171,-71.530106,3658.8271717429466
449,US-2021-166086-CHO-MIL-31000,2024-05-07,2026-11-02,Standard Class,166086,United States,Lawrence,Massachusetts,1841,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,909,Wicked Choccy's,32.076176,-81.088371,42.230171,-71.530106,1409.4871948295117
450,CA-2021-166086-CHO-MIL-31000,2024-05-07,2026-11-02,Standard Class,166086,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,909,Wicked Choccy's,32.076176,-81.088371,,,
451,CA-2021-166086-CHO-NUT-13000,2024-05-07,2026-11-02,Standard Class,166086,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,909,Lot's O' Nuts,32.881893,-111.768036,,,
452,CA-2021-166086-CHO-SCR-58000,2024-05-07,2026-11-02,Standard Class,166086,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909,Lot's O' Nuts,32.881893,-111.768036,,,
453,CA-2021-166086-CHO-MIL-31000,2024-05-07,2026-11-02,Standard Class,166086,Canada,Toronto,Ontario,M3C,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,909,Wicked Choccy's,32.076176,-81.088371,,,
454,US-2021-116666-CHO-TRI-54000,2024-05-08,2026-10-31,First Class,116666,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,906,Wicked Choccy's,32.076176,-81.088371,40.590752,-77.209755,1008.2154426936254
455,US-2021-158771-CHO-MIL-31000,2024-05-09,2026-10-30,Same Day,158771,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,904,Wicked Choccy's,32.076176,-81.088371,37.66814,-84.670067,702.2666191936563
456,US-2021-158771-OTH-KAZ-38000,2024-05-09,2026-10-30,Same Day,158771,United States,Henderson,Kentucky,42420,Other,Gulf,OTH-KAZ-38000,Kazookles,16.25,5,1.25,15.0,904,The Other Factory,35.1175,-89.971107,37.66814,-84.670067,552.6511607589051
457,US-2021-158771-CHO-FUD-51000,2024-05-09,2026-10-30,Same Day,158771,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,904,Lot's O' Nuts,32.881893,-111.768036,37.66814,-84.670067,2507.4858342241873
458,US-2021-158771-CHO-FUD-51000,2024-05-09,2026-10-30,Same Day,158771,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,904,Lot's O' Nuts,32.881893,-111.768036,37.66814,-84.670067,2507.4858342241873
459,US-2021-102071-CHO-NUT-13000,2024-05-09,2026-11-05,Standard Class,102071,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,910,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
460,US-2021-102071-CHO-NUT-13000,2024-05-09,2026-11-05,Standard Class,102071,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,910,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
461,US-2021-114181-CHO-TRI-54000,2024-05-10,2026-11-04,Second Class,114181,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,908,Wicked Choccy's,32.076176,-81.088371,40.590752,-77.209755,1008.2154426936254
462,US-2021-103310-CHO-FUD-51000,2024-05-10,2026-11-05,Standard Class,103310,United States,San Jose,California,95123,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
463,US-2021-114181-CHO-SCR-58000,2024-05-10,2026-11-04,Second Class,114181,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,908,Lot's O' Nuts,32.881893,-111.768036,40.590752,-77.209755,3174.1279436279497
464,US-2021-159709-CHO-TRI-54000,2024-05-10,2026-11-05,Standard Class,159709,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,909,Wicked Choccy's,32.076176,-81.088371,47.400902,-121.490494,3796.256746175286
465,US-2021-103310-CHO-TRI-54000,2024-05-10,2026-11-05,Standard Class,103310,United States,San Jose,California,95123,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,909,Wicked Choccy's,32.076176,-81.088371,36.116203,-119.681564,3558.625078818893
466,US-2021-103310-CHO-SCR-58000,2024-05-10,2026-11-05,Standard Class,103310,United States,San Jose,California,95123,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
467,US-2021-103310-CHO-NUT-13000,2024-05-10,2026-11-05,Standard Class,103310,United States,San Jose,California,95123,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,909,Lot's O' Nuts,32.881893,-111.768036,36.116203,-119.681564,809.0978294533443
468,US-2021-159709-CHO-TRI-54000,2024-05-10,2026-11-05,Standard Class,159709,United States,Kent,Washington,98031,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,909,Wicked Choccy's,32.076176,-81.088371,47.400902,-121.490494,3796.256746175286
469,US-2021-152100-CHO-NUT-13000,2024-05-11,2026-11-06,Standard Class,152100,United States,Huntsville,Texas,77340,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,27.92,8,19.92,8.0,909,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
470,US-2021-103849-CHO-FUD-51000,2024-05-11,2026-11-06,Standard Class,103849,United States,Fort Worth,Texas,76106,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,909,Lot's O' Nuts,32.881893,-111.768036,31.054487,-97.563461,1354.179359575041
